[INFO] [launch]: All log files can be found below /home/gsing/2026Gsing/2026_Gsing-second_ROS/logs/ros/2026-07-14-19-16-08-903185-gsing-4609
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [fastlio_mapping-1]: process started with pid [4760]
[INFO] [env-2]: process started with pid [4765]
[INFO] [env-3]: process started with pid [4768]
[INFO] [pcd_to_pointcloud-4]: process started with pid [4769]
[pcd_to_pointcloud-4] [INFO] [1784027770.928193142] [map_publisher]: Publishing data with 368664 points (x y z normal_x normal_y normal_z intensity curvature) on topic /cloud_pcd in frame map.
[fastlio_mapping-1] [INFO] [1784027771.647401845] [fastlio_mapping]: p_pre->lidar_type 5
[fastlio_mapping-1] Multi thread started 
[fastlio_mapping-1] ~~~~/home/gsing/2026Gsing/2026_Gsing-second_ROS/fastlio2_v2/src/unilidar_fastlio_ros2-ros2/ file opened
[fastlio_mapping-1] [INFO] [1784027771.761818135] [fastlio_mapping]: Node init finished.
[env-2] [INFO] [1784027795.585538907] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027796.088096695] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027796.596105645] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027797.089517336] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027797.590867767] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027798.085289235] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027798.590449168] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027799.086283907] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027799.585544591] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027800.087511087] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027800.585726414] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027801.087682746] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027801.585530803] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027802.087165214] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027802.586201555] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027803.087547030] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027803.610269723] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027804.091116740] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027804.585879627] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027805.086325805] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027805.617869639] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027806.116299543] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027806.588286207] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027807.091049887] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027807.602642454] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027808.085551505] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027808.588980083] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027809.091726073] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027809.589753841] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027810.089556784] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784027810.585857388] [global_localization]: Waiting for initial pose...
