[INFO] [launch]: All log files can be found below /home/gsing/2026Gsing/2026_Gsing-second_ROS/logs/ros/2026-07-15-11-02-18-081390-gsing-8673
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [fastlio_mapping-1]: process started with pid [8777]
[INFO] [env-2]: process started with pid [8778]
[INFO] [env-3]: process started with pid [8779]
[INFO] [pcd_to_pointcloud-4]: process started with pid [8780]
[pcd_to_pointcloud-4] [INFO] [1784084539.390720447] [map_publisher]: Publishing data with 532258 points (x y z normal_x normal_y normal_z intensity curvature) on topic /cloud_pcd in frame map.
[fastlio_mapping-1] [INFO] [1784084539.651839579] [fastlio_mapping]: p_pre->lidar_type 5
[fastlio_mapping-1] Multi thread started 
[fastlio_mapping-1] ~~~~/home/gsing/2026Gsing/2026_Gsing-second_ROS/fastlio2_v2/src/unilidar_fastlio_ros2-ros2/ file opened
[fastlio_mapping-1] [INFO] [1784084539.710612272] [fastlio_mapping]: Node init finished.
[env-2] [INFO] [1784084559.470311055] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084559.968654357] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084560.467581052] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084560.970654246] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084561.465973444] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084561.968805146] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084562.464584832] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084562.965076780] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084562.969082440] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[env-2] [INFO] [1784084563.464668482] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084563.965363304] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084564.464806632] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084564.965078067] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084565.464617168] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084565.965829749] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084566.465433623] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084566.964988256] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084567.464650745] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084567.966163413] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084567.971504195] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[env-2] [INFO] [1784084568.467224306] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084568.965404874] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084569.464379845] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084569.965168450] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084570.465390137] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084570.964730255] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084571.464726301] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084571.964455363] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084572.464527163] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084572.965509302] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084572.968987810] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[env-2] [INFO] [1784084573.464639210] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084573.965067887] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084574.465283439] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084574.967029762] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084575.464683768] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084575.966283455] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084576.477992259] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084576.969069925] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084577.466092348] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084577.967770702] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084577.976528907] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[env-2] [INFO] [1784084578.464552349] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084578.964777485] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084579.474169176] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084579.965620203] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084580.464601496] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084580.964981125] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084581.464344532] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084581.965000529] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084582.464560447] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084582.965292243] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084582.970584290] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[env-2] [INFO] [1784084583.464545099] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084583.965325835] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084584.464584174] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084584.967757950] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084585.464720875] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084585.964774192] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084586.468340148] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084586.968905423] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084587.465648053] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084587.970909090] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084587.978270069] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[env-2] [INFO] [1784084588.486341967] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084588.969663565] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084589.472252622] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084589.971320277] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084590.471549855] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084590.964633354] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084591.472097580] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084591.967721221] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084592.464806187] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084592.965007314] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084592.968075313] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[env-2] [INFO] [1784084593.464438875] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084593.966369718] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084594.467227452] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084594.968769982] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084595.473266142] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084595.984209115] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084596.472973950] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084596.975036486] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084597.474255458] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084597.972808821] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084597.983336187] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[env-2] [INFO] [1784084598.469046251] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084598.985372468] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084599.489168756] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084600.025270227] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084600.466149958] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784084600.976264713] [global_localization]: Waiting for initial pose...
