[INFO] [launch]: All log files can be found below /home/gsing/2026Gsing/2026_Gsing-second_ROS/logs/ros/2026-07-14-19-47-05-418050-gsing-4694
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [fastlio_mapping-1]: process started with pid [4847]
[INFO] [env-2]: process started with pid [4848]
[INFO] [env-3]: process started with pid [4849]
[INFO] [pcd_to_pointcloud-4]: process started with pid [4850]
[pcd_to_pointcloud-4] [INFO] [1784029627.685734171] [map_publisher]: Publishing data with 368664 points (x y z normal_x normal_y normal_z intensity curvature) on topic /cloud_pcd in frame map.
[fastlio_mapping-1] [INFO] [1784029628.455322752] [fastlio_mapping]: p_pre->lidar_type 5
[fastlio_mapping-1] Multi thread started 
[fastlio_mapping-1] ~~~~/home/gsing/2026Gsing/2026_Gsing-second_ROS/fastlio2_v2/src/unilidar_fastlio_ros2-ros2/ file opened
[fastlio_mapping-1] [INFO] [1784029628.597195692] [fastlio_mapping]: Node init finished.
[env-2] [INFO] [1784029684.789886975] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029685.296003802] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029685.796873214] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029686.308849740] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029686.789760313] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029687.300941725] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029687.828885201] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029688.291587543] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029688.788466646] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029689.289057038] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029689.795551830] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029690.293803377] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029690.806003583] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029691.300989070] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029691.793566323] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029692.293844537] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029692.808937686] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029693.299852088] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029693.791630147] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029694.294277721] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029694.783441899] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029695.335270532] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029695.783203093] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029696.285130140] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029696.797809532] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029697.285505781] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029697.782965051] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029698.286132529] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029698.785660262] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029699.287499747] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029699.798751404] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029700.290076944] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029700.785424288] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029701.348432432] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029701.784436939] [global_localization]: Waiting for initial pose...
[env-2] [INFO] [1784029702.297392835] [global_localization]: Waiting for initial pose...
